"corpus","system_class","sequence_id","description","document_type","region","class_or_group","length","duplicate_weight","tokens","source_ids"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00149","AGP: 2011/5/22 12:1:3 GMT","Weather Icon Sequence","","","5","32","chancerain | chancerain | chancerain | sunny | sunny","Weather_icons_00197|Weather_icons_00755|Weather_icons_01270|Weather_icons_01549|Weather_icons_02036|Weather_icons_02211|Weather_icons_02431|Weather_icons_02649|Weather_icons_03090|Weather_icons_03105|Weather_icons_03310|Weather_icons_03862|Weather_icons_04554|Weather_icons_04564|Weather_icons_04894|Weather_icons_05123|Weather_icons_06074|Weather_icons_06213|Weather_icons_06526|Weather_icons_06705|Weather_icons_06938|Weather_icons_08078|Weather_icons_08088|Weather_icons_08136|Weather_icons_08151|Weather_icons_08157|Weather_icons_08193|Weather_icons_08217|Weather_icons_08472|Weather_icons_08581|Weather_icons_08602|Weather_icons_09129"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00150","AGP: 2011/5/26 12:1:3 GMT","Weather Icon Sequence","","","5","4","sunny | sunny | sunny | partlycloudy | mostlysunny","Weather_icons_00198|Weather_icons_02262|Weather_icons_03092|Weather_icons_08627"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00151","AGP: 2011/5/29 12:1:3 GMT","Weather Icon Sequence","","","5","1","partlycloudy | sunny | chancerain | sunny | chancerain","Weather_icons_00199"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00152","AGP: 2011/6/2 12:1:4 GMT","Weather Icon Sequence","","","5","39","sunny | sunny | sunny | sunny | chancerain","Weather_icons_00200|Weather_icons_00377|Weather_icons_00403|Weather_icons_01124|Weather_icons_01770|Weather_icons_02024|Weather_icons_02054|Weather_icons_02248|Weather_icons_03351|Weather_icons_03940|Weather_icons_03970|Weather_icons_03985|Weather_icons_03994|Weather_icons_04000|Weather_icons_05455|Weather_icons_05619|Weather_icons_05865|Weather_icons_06939|Weather_icons_07359|Weather_icons_07487|Weather_icons_07506|Weather_icons_07772|Weather_icons_07776|Weather_icons_07962|Weather_icons_08133|Weather_icons_08237|Weather_icons_08243|Weather_icons_08283|Weather_icons_08473|Weather_icons_08490|Weather_icons_08577|Weather_icons_08578|Weather_icons_08970|Weather_icons_09364|Weather_icons_09423|Weather_icons_09457|Weather_icons_09490|Weather_icons_09851|Weather_icons_09994"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00153","AGP: 2011/6/5 12:1:3 GMT","Weather Icon Sequence","","","5","13","chancerain | sunny | sunny | chancerain | sunny","Weather_icons_00201|Weather_icons_01456|Weather_icons_01467|Weather_icons_02674|Weather_icons_03098|Weather_icons_03116|Weather_icons_04103|Weather_icons_05453|Weather_icons_06532|Weather_icons_07445|Weather_icons_08066|Weather_icons_08201|Weather_icons_08599"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00154","AGP: 2011/6/9 12:1:4 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancerain | chancerain | sunny | mostlysunny","Weather_icons_00202"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00155","AGP: 2011/6/19 12:1:4 GMT","Weather Icon Sequence","","","5","604","sunny | sunny | sunny | sunny | sunny","Weather_icons_00205|Weather_icons_00208|Weather_icons_00213|Weather_icons_00214|Weather_icons_00215|Weather_icons_00216|Weather_icons_00217|Weather_icons_00224|Weather_icons_00228|Weather_icons_00252|Weather_icons_00327|Weather_icons_00328|Weather_icons_00329|Weather_icons_00331|Weather_icons_00332|Weather_icons_00333|Weather_icons_00334|Weather_icons_00335|Weather_icons_00336|Weather_icons_00337|Weather_icons_00338|Weather_icons_00339|Weather_icons_00340|Weather_icons_00341|Weather_icons_00342|Weather_icons_00343|Weather_icons_00344|Weather_icons_00345|Weather_icons_00346|Weather_icons_00350|Weather_icons_00353|Weather_icons_00418|Weather_icons_00420|Weather_icons_00422|Weather_icons_00425|Weather_icons_00709|Weather_icons_00711|Weather_icons_00718|Weather_icons_00719|Weather_icons_00723|Weather_icons_00728|Weather_icons_00729|Weather_icons_00731|Weather_icons_00735|Weather_icons_00744|Weather_icons_00946|Weather_icons_01029|Weather_icons_01042|Weather_icons_01049|Weather_icons_01054|Weather_icons_01055|Weather_icons_01056|Weather_icons_01057|Weather_icons_01059|Weather_icons_01358|Weather_icons_01365|Weather_icons_01486|Weather_icons_01499|Weather_icons_01501|Weather_icons_01515|Weather_icons_01665|Weather_icons_01669|Weather_icons_01808|Weather_icons_02222|Weather_icons_02223|Weather_icons_02225|Weather_icons_02226|Weather_icons_02227|Weather_icons_02228|Weather_icons_02229|Weather_icons_02230|Weather_icons_02231|Weather_icons_02232|Weather_icons_02233|Weather_icons_02236|Weather_icons_02237|Weather_icons_02238|Weather_icons_02239|Weather_icons_02240|Weather_icons_02241|Weather_icons_02243|Weather_icons_02244|Weather_icons_02246|Weather_icons_02247|Weather_icons_02250|Weather_icons_02251|Weather_icons_02252|Weather_icons_02259|Weather_icons_02260|Weather_icons_02261|Weather_icons_02278|Weather_icons_02279|Weather_icons_02288|Weather_icons_02291|Weather_icons_02302|Weather_icons_02303|Weather_icons_02305|Weather_icons_02308|Weather_icons_02309|Weather_icons_02310|Weather_icons_02313|Weather_icons_02316|Weather_icons_02317|Weather_icons_02318|Weather_icons_02324|Weather_icons_02325|Weather_icons_02527|Weather_icons_02532|Weather_icons_02572|Weather_icons_02576|Weather_icons_02577|Weather_icons_02578|Weather_icons_02579|Weather_icons_02580|Weather_icons_02582|Weather_icons_02583|Weather_icons_02668|Weather_icons_02669|Weather_icons_02676|Weather_icons_02677|Weather_icons_02678|Weather_icons_02680|Weather_icons_02681|Weather_icons_02682|Weather_icons_02683|Weather_icons_02687|Weather_icons_02690|Weather_icons_02692|Weather_icons_02693|Weather_icons_02704|Weather_icons_02705|Weather_icons_02710|Weather_icons_02716|Weather_icons_02721|Weather_icons_02772|Weather_icons_02902|Weather_icons_02909|Weather_icons_02945|Weather_icons_03287|Weather_icons_03292|Weather_icons_03293|Weather_icons_03294|Weather_icons_03295|Weather_icons_03299|Weather_icons_03303|Weather_icons_03304|Weather_icons_03305|Weather_icons_03309|Weather_icons_03312|Weather_icons_03315|Weather_icons_03316|Weather_icons_03318|Weather_icons_03321|Weather_icons_03322|Weather_icons_03323|Weather_icons_03335|Weather_icons_03342|Weather_icons_03345|Weather_icons_03348|Weather_icons_03349|Weather_icons_03350|Weather_icons_03353|Weather_icons_03354|Weather_icons_03355|Weather_icons_03356|Weather_icons_03358|Weather_icons_03360|Weather_icons_03364|Weather_icons_03365|Weather_icons_03366|Weather_icons_03369|Weather_icons_03370|Weather_icons_03371|Weather_icons_03372|Weather_icons_03373|Weather_icons_03374|Weather_icons_03375|Weather_icons_03376|Weather_icons_03377|Weather_icons_03378|Weather_icons_03380|Weather_icons_03381|Weather_icons_03384|Weather_icons_03388|Weather_icons_03532|Weather_icons_03575|Weather_icons_03586|Weather_icons_03587|Weather_icons_03593|Weather_icons_03718|Weather_icons_03722|Weather_icons_03723|Weather_icons_03724|Weather_icons_03725|Weather_icons_03726|Weather_icons_03727|Weather_icons_03728|Weather_icons_03729|Weather_icons_03732|Weather_icons_03733|Weather_icons_03734|Weather_icons_03738|Weather_icons_03739|Weather_icons_03743|Weather_icons_03746|Weather_icons_03748|Weather_icons_03749|Weather_icons_03751|Weather_icons_03752|Weather_icons_03753|Weather_icons_03754|Weather_icons_03755|Weather_icons_03759|Weather_icons_03761|Weather_icons_03768|Weather_icons_03834|Weather_icons_03835|Weather_icons_03856|Weather_icons_03909|Weather_icons_03919|Weather_icons_03922|Weather_icons_03942|Weather_icons_03945|Weather_icons_03946|Weather_icons_03947|Weather_icons_03964|Weather_icons_03965|Weather_icons_03979|Weather_icons_03982|Weather_icons_03991|Weather_icons_03999|Weather_icons_04003|Weather_icons_04006|Weather_icons_04010|Weather_icons_04096|Weather_icons_04101|Weather_icons_04106|Weather_icons_04121|Weather_icons_04126|Weather_icons_04284|Weather_icons_04350|Weather_icons_04393|Weather_icons_04433|Weather_icons_04434|Weather_icons_04582|Weather_icons_04602|Weather_icons_04604|Weather_icons_04607|Weather_icons_04608|Weather_icons_04609|Weather_icons_04610|Weather_icons_04611|Weather_icons_04612|Weather_icons_04613|Weather_icons_04614|Weather_icons_04615|Weather_icons_04616|Weather_icons_04617|Weather_icons_04618|Weather_icons_04619|Weather_icons_04620|Weather_icons_04621|Weather_icons_04622|Weather_icons_04624|Weather_icons_04625|Weather_icons_04628|Weather_icons_04629|Weather_icons_04630|Weather_icons_04631|Weather_icons_04632|Weather_icons_04634|Weather_icons_04635|Weather_icons_04636|Weather_icons_04637|Weather_icons_04638|Weather_icons_04639|Weather_icons_04640|Weather_icons_04641|Weather_icons_04642|Weather_icons_04643|Weather_icons_04644|Weather_icons_04645|Weather_icons_04646|Weather_icons_04647|Weather_icons_04648|Weather_icons_04649|Weather_icons_04650|Weather_icons_04651|Weather_icons_04654|Weather_icons_04655|Weather_icons_04659|Weather_icons_04660|Weather_icons_04661|Weather_icons_04727|Weather_icons_04728|Weather_icons_04730|Weather_icons_04731|Weather_icons_04732|Weather_icons_04735|Weather_icons_04736|Weather_icons_04737|Weather_icons_04740|Weather_icons_04741|Weather_icons_04746|Weather_icons_04768|Weather_icons_04784|Weather_icons_04787|Weather_icons_04854|Weather_icons_05089|Weather_icons_05310|Weather_icons_05313|Weather_icons_05314|Weather_icons_05315|Weather_icons_05316|Weather_icons_05320|Weather_icons_05321|Weather_icons_05323|Weather_icons_05324|Weather_icons_05326|Weather_icons_05327|Weather_icons_05328|Weather_icons_05329|Weather_icons_05330|Weather_icons_05332|Weather_icons_05333|Weather_icons_05334|Weather_icons_05335|Weather_icons_05339|Weather_icons_05451|Weather_icons_05454|Weather_icons_05457|Weather_icons_05465|Weather_icons_05471|Weather_icons_05472|Weather_icons_05474|Weather_icons_05480|Weather_icons_05535|Weather_icons_05611|Weather_icons_05613|Weather_icons_05616|Weather_icons_05617|Weather_icons_05618|Weather_icons_05621|Weather_icons_05622|Weather_icons_05623|Weather_icons_05624|Weather_icons_05626|Weather_icons_05627|Weather_icons_05628|Weather_icons_05631|Weather_icons_05632|Weather_icons_05633|Weather_icons_05634|Weather_icons_05635|Weather_icons_05636|Weather_icons_05637|Weather_icons_05638|Weather_icons_05639|Weather_icons_05640|Weather_icons_05641|Weather_icons_05643|Weather_icons_05644|Weather_icons_05645|Weather_icons_05646|Weather_icons_05647|Weather_icons_05648|Weather_icons_05649|Weather_icons_05650|Weather_icons_05651|Weather_icons_05660|Weather_icons_05665|Weather_icons_05864|Weather_icons_05980|Weather_icons_06049|Weather_icons_06155|Weather_icons_06222|Weather_icons_06495|Weather_icons_06499|Weather_icons_06500|Weather_icons_06501|Weather_icons_06503|Weather_icons_06507|Weather_icons_06508|Weather_icons_06513|Weather_icons_06514|Weather_icons_06517|Weather_icons_06518|Weather_icons_06524|Weather_icons_06527|Weather_icons_06529|Weather_icons_06530|Weather_icons_06547|Weather_icons_06716|Weather_icons_06724|Weather_icons_06873|Weather_icons_06875|Weather_icons_06876|Weather_icons_06877|Weather_icons_06879|Weather_icons_06880|Weather_icons_06881|Weather_icons_06882|Weather_icons_06883|Weather_icons_06884|Weather_icons_06885|Weather_icons_06886|Weather_icons_06887|Weather_icons_06888|Weather_icons_06889|Weather_icons_06890|Weather_icons_06891|Weather_icons_06892|Weather_icons_06893|Weather_icons_06895|Weather_icons_06896|Weather_icons_06897|Weather_icons_06898|Weather_icons_06899|Weather_icons_06900|Weather_icons_06901|Weather_icons_06902|Weather_icons_06903|Weather_icons_06904|Weather_icons_06905|Weather_icons_06906|Weather_icons_06907|Weather_icons_06908|Weather_icons_06909|Weather_icons_06910|Weather_icons_06911|Weather_icons_06912|Weather_icons_06913|Weather_icons_06914|Weather_icons_06915|Weather_icons_06916|Weather_icons_06917|Weather_icons_06918|Weather_icons_06919|Weather_icons_06946|Weather_icons_06953|Weather_icons_06962|Weather_icons_06963|Weather_icons_06967|Weather_icons_06968|Weather_icons_06969|Weather_icons_06975|Weather_icons_07438|Weather_icons_07583|Weather_icons_07596|Weather_icons_07597|Weather_icons_07601|Weather_icons_07605|Weather_icons_07607|Weather_icons_07614|Weather_icons_07615|Weather_icons_07650|Weather_icons_07663|Weather_icons_07676|Weather_icons_07783|Weather_icons_07788|Weather_icons_07986|Weather_icons_07997|Weather_icons_08074|Weather_icons_08075|Weather_icons_08079|Weather_icons_08085|Weather_icons_08098|Weather_icons_08099|Weather_icons_08148|Weather_icons_08149|Weather_icons_08153|Weather_icons_08154|Weather_icons_08169|Weather_icons_08170|Weather_icons_08194|Weather_icons_08273|Weather_icons_08373|Weather_icons_08382|Weather_icons_08384|Weather_icons_08385|Weather_icons_08387|Weather_icons_08388|Weather_icons_08389|Weather_icons_08390|Weather_icons_08391|Weather_icons_08394|Weather_icons_08395|Weather_icons_08396|Weather_icons_08397|Weather_icons_08398|Weather_icons_08399|Weather_icons_08400|Weather_icons_08401|Weather_icons_08402|Weather_icons_08404|Weather_icons_08405|Weather_icons_08406|Weather_icons_08408|Weather_icons_08409|Weather_icons_08411|Weather_icons_08412|Weather_icons_08414|Weather_icons_08415|Weather_icons_08416|Weather_icons_08417|Weather_icons_08418|Weather_icons_08419|Weather_icons_08420|Weather_icons_08421|Weather_icons_08422|Weather_icons_08423|Weather_icons_08424|Weather_icons_08425|Weather_icons_08426|Weather_icons_08427|Weather_icons_08428|Weather_icons_08429|Weather_icons_08430|Weather_icons_08431|Weather_icons_08433|Weather_icons_08434|Weather_icons_08439|Weather_icons_08441|Weather_icons_08477|Weather_icons_08478|Weather_icons_08479|Weather_icons_08483|Weather_icons_08487|Weather_icons_08488|Weather_icons_08600|Weather_icons_08609|Weather_icons_08614|Weather_icons_08626|Weather_icons_08738|Weather_icons_08768|Weather_icons_08771|Weather_icons_08773|Weather_icons_08774|Weather_icons_08775|Weather_icons_08780|Weather_icons_08784|Weather_icons_08785|Weather_icons_08786|Weather_icons_08790|Weather_icons_08797|Weather_icons_08798|Weather_icons_08802|Weather_icons_08803|Weather_icons_08894|Weather_icons_08897|Weather_icons_08899|Weather_icons_08900|Weather_icons_08901|Weather_icons_08906|Weather_icons_08910|Weather_icons_08911|Weather_icons_08912|Weather_icons_08916|Weather_icons_08923|Weather_icons_08924|Weather_icons_08928|Weather_icons_08929|Weather_icons_08956|Weather_icons_08960|Weather_icons_08962|Weather_icons_08963|Weather_icons_08964|Weather_icons_08976|Weather_icons_08977|Weather_icons_08981|Weather_icons_08982|Weather_icons_08983|Weather_icons_08984|Weather_icons_08985|Weather_icons_08986|Weather_icons_08987|Weather_icons_08988|Weather_icons_08989|Weather_icons_08990|Weather_icons_08991|Weather_icons_09003|Weather_icons_09004|Weather_icons_09133|Weather_icons_09134|Weather_icons_09269|Weather_icons_09270|Weather_icons_09279|Weather_icons_09331|Weather_icons_09368|Weather_icons_09435|Weather_icons_09473|Weather_icons_09489|Weather_icons_09494|Weather_icons_09497|Weather_icons_09592|Weather_icons_09593|Weather_icons_09602|Weather_icons_09844|Weather_icons_09848|Weather_icons_09882|Weather_icons_09961|Weather_icons_09998|Weather_icons_10031|Weather_icons_10138"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00156","AGP: 2011/6/23 12:1:3 GMT","Weather Icon Sequence","","","5","7","sunny | partlycloudy | sunny | sunny | sunny","Weather_icons_00206|Weather_icons_03960|Weather_icons_04658|Weather_icons_05404|Weather_icons_05756|Weather_icons_08144|Weather_icons_08967"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00157","AGP: 2011/6/26 12:1:3 GMT","Weather Icon Sequence","","","5","60","sunny | sunny | sunny | sunny | mostlysunny","Weather_icons_00207|Weather_icons_00211|Weather_icons_00220|Weather_icons_00225|Weather_icons_00322|Weather_icons_00411|Weather_icons_00432|Weather_icons_00704|Weather_icons_00737|Weather_icons_00981|Weather_icons_01050|Weather_icons_01066|Weather_icons_01359|Weather_icons_02266|Weather_icons_02285|Weather_icons_02286|Weather_icons_02298|Weather_icons_02331|Weather_icons_02397|Weather_icons_02524|Weather_icons_02533|Weather_icons_02665|Weather_icons_02706|Weather_icons_02717|Weather_icons_02765|Weather_icons_03313|Weather_icons_03336|Weather_icons_03357|Weather_icons_03389|Weather_icons_03397|Weather_icons_03563|Weather_icons_03719|Weather_icons_04771|Weather_icons_05347|Weather_icons_05400|Weather_icons_05413|Weather_icons_05458|Weather_icons_05625|Weather_icons_05655|Weather_icons_06521|Weather_icons_06538|Weather_icons_06542|Weather_icons_07602|Weather_icons_07619|Weather_icons_07785|Weather_icons_08096|Weather_icons_08285|Weather_icons_08308|Weather_icons_08432|Weather_icons_08476|Weather_icons_08587|Weather_icons_08606|Weather_icons_08794|Weather_icons_08795|Weather_icons_08800|Weather_icons_08920|Weather_icons_08921|Weather_icons_08926|Weather_icons_09660|Weather_icons_09871"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_00158","AGP: 2011/7/3 12:1:3 GMT","Weather Icon Sequence","","","5","8","mostlysunny | partlycloudy | sunny | sunny | sunny","Weather_icons_00209|Weather_icons_00727|Weather_icons_00743|Weather_icons_03800|Weather_icons_06523|Weather_icons_08370|Weather_icons_08808|Weather_icons_08934"
