"target","shuffle_block","shuffle_fields","iteration","model","rows","labels","accuracy","macro_f1","macro_recall","block_count","shuffled_block_count","unchanged_label_share"
"horizontal_bin","edge_class_frame","edge_class_frame","3","edge_frame","1682","4","0.406659","0.23064","0.270424","187","129","0.456599"
"horizontal_bin","edge_class_frame","edge_class_frame","3","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.456599"
"horizontal_bin","edge_class_frame","edge_class_frame","3","hard_proxy","1682","4","0.459572","0.354151","0.346398","187","129","0.456599"
"horizontal_bin","edge_class_frame","edge_class_frame","3","hard_proxy_edge_class","1682","4","0.43044","0.300477","0.310176","187","129","0.456599"
"horizontal_bin","edge_class_frame","edge_class_frame","3","token_nb","1682","4","0.420333","0.278377","0.291198","187","129","0.456599"
"horizontal_bin","edge_class_frame","edge_class_frame","4","majority","1682","4","0.39893","0.142584","0.25","187","129","0.44887"
"horizontal_bin","edge_class_frame","edge_class_frame","4","length_type_site","1682","4","0.447087","0.295184","0.308504","187","129","0.44887"
"horizontal_bin","edge_class_frame","edge_class_frame","4","material_shape","1682","4","0.421522","0.252382","0.285036","187","129","0.44887"
"horizontal_bin","edge_class_frame","edge_class_frame","4","edge_frame","1682","4","0.41201","0.223068","0.268472","187","129","0.44887"
"horizontal_bin","edge_class_frame","edge_class_frame","4","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.44887"
"horizontal_bin","edge_class_frame","edge_class_frame","4","hard_proxy","1682","4","0.43698","0.281701","0.298066","187","129","0.44887"
"horizontal_bin","edge_class_frame","edge_class_frame","4","hard_proxy_edge_class","1682","4","0.450059","0.301275","0.314619","187","129","0.44887"
"horizontal_bin","edge_class_frame","edge_class_frame","4","token_nb","1682","4","0.434007","0.288262","0.30136","187","129","0.44887"
"horizontal_bin","edge_class_frame","edge_class_frame","5","majority","1682","4","0.39893","0.142584","0.25","187","129","0.452438"
"horizontal_bin","edge_class_frame","edge_class_frame","5","length_type_site","1682","4","0.469084","0.317928","0.327874","187","129","0.452438"
"horizontal_bin","edge_class_frame","edge_class_frame","5","material_shape","1682","4","0.415577","0.249928","0.283071","187","129","0.452438"
"horizontal_bin","edge_class_frame","edge_class_frame","5","edge_frame","1682","4","0.403686","0.219375","0.265785","187","129","0.452438"
"horizontal_bin","edge_class_frame","edge_class_frame","5","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.452438"
"horizontal_bin","edge_class_frame","edge_class_frame","5","hard_proxy","1682","4","0.451249","0.323461","0.325378","187","129","0.452438"
"horizontal_bin","edge_class_frame","edge_class_frame","5","hard_proxy_edge_class","1682","4","0.407848","0.261642","0.27865","187","129","0.452438"
"horizontal_bin","edge_class_frame","edge_class_frame","5","token_nb","1682","4","0.401902","0.261782","0.276029","187","129","0.452438"
"horizontal_bin","edge_class_frame","edge_class_frame","6","majority","1682","4","0.39893","0.142584","0.25","187","129","0.43698"
"horizontal_bin","edge_class_frame","edge_class_frame","6","length_type_site","1682","4","0.4239","0.273699","0.288933","187","129","0.43698"
"horizontal_bin","edge_class_frame","edge_class_frame","6","material_shape","1682","4","0.411415","0.239123","0.27627","187","129","0.43698"
"horizontal_bin","edge_class_frame","edge_class_frame","6","edge_frame","1682","4","0.403686","0.231152","0.271444","187","129","0.43698"
"horizontal_bin","edge_class_frame","edge_class_frame","6","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.43698"
"horizontal_bin","edge_class_frame","edge_class_frame","6","hard_proxy","1682","4","0.418549","0.292521","0.300871","187","129","0.43698"
"horizontal_bin","edge_class_frame","edge_class_frame","6","hard_proxy_edge_class","1682","4","0.441141","0.29475","0.307377","187","129","0.43698"
"horizontal_bin","edge_class_frame","edge_class_frame","6","token_nb","1682","4","0.417955","0.272921","0.287392","187","129","0.43698"
"horizontal_bin","edge_class_frame","edge_class_frame","7","majority","1682","4","0.39893","0.142584","0.25","187","129","0.463139"
"horizontal_bin","edge_class_frame","edge_class_frame","7","length_type_site","1682","4","0.478597","0.315926","0.329918","187","129","0.463139"
"horizontal_bin","edge_class_frame","edge_class_frame","7","material_shape","1682","4","0.397146","0.209501","0.258967","187","129","0.463139"
"horizontal_bin","edge_class_frame","edge_class_frame","7","edge_frame","1682","4","0.401308","0.234032","0.271528","187","129","0.463139"
"horizontal_bin","edge_class_frame","edge_class_frame","7","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.463139"
"horizontal_bin","edge_class_frame","edge_class_frame","7","hard_proxy","1682","4","0.459572","0.308418","0.320287","187","129","0.463139"
"horizontal_bin","edge_class_frame","edge_class_frame","7","hard_proxy_edge_class","1682","4","0.428062","0.299356","0.309184","187","129","0.463139"
"horizontal_bin","edge_class_frame","edge_class_frame","7","token_nb","1682","4","0.41201","0.281304","0.289782","187","129","0.463139"
"horizontal_bin","edge_class_frame","edge_class_frame","8","majority","1682","4","0.39893","0.142584","0.25","187","129","0.457194"
"horizontal_bin","edge_class_frame","edge_class_frame","8","length_type_site","1682","4","0.453627","0.310231","0.319421","187","129","0.457194"
"horizontal_bin","edge_class_frame","edge_class_frame","8","material_shape","1682","4","0.397146","0.220409","0.263458","187","129","0.457194"
"horizontal_bin","edge_class_frame","edge_class_frame","8","edge_frame","1682","4","0.390012","0.229613","0.264575","187","129","0.457194"
"horizontal_bin","edge_class_frame","edge_class_frame","8","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.457194"
"horizontal_bin","edge_class_frame","edge_class_frame","8","hard_proxy","1682","4","0.453627","0.33054","0.332639","187","129","0.457194"
"horizontal_bin","edge_class_frame","edge_class_frame","8","hard_proxy_edge_class","1682","4","0.431034","0.289948","0.303874","187","129","0.457194"
"horizontal_bin","edge_class_frame","edge_class_frame","8","token_nb","1682","4","0.391201","0.274855","0.279224","187","129","0.457194"
"horizontal_bin","edge_class_frame","edge_class_frame","9","majority","1682","4","0.39893","0.142584","0.25","187","129","0.462545"
"horizontal_bin","edge_class_frame","edge_class_frame","9","length_type_site","1682","4","0.458383","0.324551","0.327395","187","129","0.462545"
"horizontal_bin","edge_class_frame","edge_class_frame","9","material_shape","1682","4","0.415577","0.256921","0.285231","187","129","0.462545"
"horizontal_bin","edge_class_frame","edge_class_frame","9","edge_frame","1682","4","0.416766","0.242844","0.282477","187","129","0.462545"
"horizontal_bin","edge_class_frame","edge_class_frame","9","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.462545"
